  - ACTIVE DISPLAY PAUSED -|   - Affichage actif en pause -||
%1s is not valid|%1s ne est pas valide||
%3s, testing %1s here is a php variable $DB and time %2s| %3s, tester %1s ici est une variable PHP $DB et temps %2s||
(Answered within %1s seconds/Answered):|(Réponse dans les secondes %1s / Answered):||
(Answered within %1s seconds/Answered)|(Réponse dans les secondes %1s / Questions)||
(Answered/Total calls taken in to this In-Group):|(Answered / Total appels prises à cette In-Groupe):||
(Answered/Total calls taken in to this In-Group)|(Answered / Total appels prises à cette In-Groupe)||
(Answered/Total emails taken in to this In-Group):|(Answered / Total emails prises à cette In-Groupe):||
(Answered/Total emails taken in to this In-Group)|(Answered / Total emails prises à cette In-Groupe)||
(Dropped/Answered):|(Abandon / Answered):||
(Dropped/Answered)|(Abandon / Questions)||
(Statistics related to handling of calls only)|(Statistiques relatives à la gestion des appels uniquement)||
(This is usually a 1 in the USA-Canada)|(ce est habituellement un 1 aux Etats-Unis-Canada)||
(This option if checked will attempt to find the phone number in the system before inserting it as a new lead)|(cette option si vérifié tentera de trouver le numéro de téléphone dans le système avant de l'insérer en tant que nouveau chef de file)||
(To select more than 1 campaign, hold down the Ctrl key and click)|(Pour sélectionner plus d'une campagne, maintenez la touche Ctrl enfoncée et cliquez sur)||
(and % of total leads in the list)|(et% de pistes au total dans la liste)||
(click on a number below to send to a conference)|(cliquer sur un numéro ci-dessous pour envoyer à une conférence)||
(digits only please)|(chiffres seulement se il vous plaît)||
(digits only)|(chiffres uniquement)||
(in HH:MM:SS)|(HH: MM: SS)||
(in seconds)|(en secondes)||
- Next table is Pause Codes.|- Tableau suivant est Pause codes.||
- The last table is pause codes and their time (like Agent Time Detail).|- Le dernier tableau est des codes de pause et leur temps (comme Agent Temps Détail).||
- The next table is pause codes and their time.|- Le tableau suivant est codes de pause et de leur temps.||
-LOGGED-OUT|-logged-out||
-link at the bottom- Click to see a log of all previous scrubs, including: Start Time, Leads Count, Filter Count, Status Line, Time to Complete, Field updated, Field Excluded, and total leads in each category.|-lien au ascendante Cliquez pour voir un journal de tous les gommages précédents, y compris: Heure de début, Laisses comte, comte de filtre, la ligne d'état, Temps pour terminer, Champ mis à jour, Champ Exclus, et conduit au total dans chaque catégorie.||
1 - Modify Nothing|1 - Modifier Rien||
1 HOUR|1 HEURE||
1 MIN|1 MIN||
10 DAYS AGO|10 Days Ago||
10AM-5PM|10 heures-17 heures||
10AM-6PM|10 heures-18 heures||
10DIGITID|10DIGITID||
15 MIN INT|15 MIN INT||
15 MIN|15 MIN||
15 Minutes|15 Minutes||
1st PASS|1er PASS||
1st|1er||
2 - Modify Nothing Except Status|2 - Modifier Rien Sauf Statut||
2 DAYS AGO|Il ya 2 jours||
24 HOURS|24 HEURES||
2_DIGITS|2_DIGITS||
2nd PASS|2ème PASS||
2nd|2e||
3 - Modify All Fields|3 - Modifier Tous les champs||
3 DAYS AGO|Il ya 3 jours||
3-Way Call Dial Prefix|3-Way Call Dial Prefix||
3-Way Call Outbound CallerID|3-Way Outbound Call CallerID||
30 DAYS AGO|30 derniers jours||
30 Minutes|30 Minutes||
3DIGITID|3DIGITID||
3_DIGITS|3_DIGITS||
3rd PASS|3ème PASS||
3rd|3e||
4 - Verify First Round of QC|4 - Vérifiez Premier tour de QC||
4DIGITID|4DIGITID||
4_DIGITS|4_DIGITS||
4th PASS|4e PASS||
4th|4e||
5 - View QC Statistics|5 - Voir QC Statistiques||
5 DAYS AGO|Il ya 5 jours||
5 MIN|5 MIN||
5 minutes or more on call|En appel depuis 5 minutes ou plus||
5DIGITID|5DIGITID||
5th PASS|5ème PASS||
6 - Ability to Modify FINISHed records|6 - Possibilité de modifier des enregistrements finis||
6 HOURS|6 HEURES||
7 - Manager Level|7 - Niveau Manager||
8364 - same as 8368|8364 - même que 8368||
8365 - Will send the call only to an agent on the same server as the call is placed on|8365 - Prêt à envoyer l'appel uniquement à un agent sur le même serveur que l'appel est mis en||
8366 - Used for press-1, broadcast and survey campaigns|8366 - Utilisé pour la presse-1, la diffusion et les campagnes de l'enquête||
8367 - Will try to first send the call to an agent on the local server, then it will look on other servers|8367 - va essayer d'envoyer d'abord l'appel à un agent sur le serveur local, il se penchera sur d'autres serveurs||
8368 - DEFAULT - Will send the call to the next available agent no matter what server they are on|8368 - DEFAULT - va envoyer l'appel vers l'agent disponible suivant ne importe quel serveur ils sont sur||
8369 - Used for Answering Machine Detection after that, same behavior as 8368|8369 - occasion pour répondre à détection automatique après cela, même comportement que 8368||
8373 - Used for Answering Machine Detection after that same behavior as 8366|8373 - occasion pour répondre à détection automatique après cette même comportement que 8366||
8374 - Used for press-1, broadcast and survey campaigns with Cepstral Text-to-speech|8374 - Utilisé pour la presse-1, la diffusion et les campagnes de l'enquête avec Cepstral Text-to-speech||
8375 - Used for Answering Machine Detection then press-1, broadcast and survey campaigns with Cepstral Text-to-speech|8375 - occasion pour répondre à détection automatique puis appuyez-1, campagnes de diffusion et d'enquête avec Cepstral Text-to-speech||
9993333333 - UNANSWERED, signal 1, unallocated number, immediate hangup|9993333333 - sans réponse, le signal 1, numéro non alloué, raccrochage immédiat||
9994444444 - UNANSWERED, signal 27, out of order, immediate hangup|9994444444 - sans réponse, le signal 27, sur ordre, raccrochage immédiat||
9995555555 - UNANSWERED, ring for 120 seconds then hangup|9995555555 - sans réponse, anneau pendant 120 secondes puis raccrochage||
9998811112 - ANSWERED, This number is not in service|9998811112 - répondit: Ce nombre ne est pas en service||
9998888888 - UNANSWERED, signal 17, busy signal, immediate hangup|9998888888 - sans réponse, le signal 17, signal occupé, raccrochage immédiat||
9AM-10PM|9 heures-22 heures||
9AM-11PM|9 heures-23 heures||
9AM-1AM|9 heures-1 heures||
: %1s on Phone: %2s|: %1s sur le téléphone: %2s||
<BR>This section allows you to enable DIDs to have extension overrides for remote agent routed calls through in-groups. The User Start must be a valid Remote Agent User Start or if you want the Extension Override entry to work for all calls then you can use ---ALL--- in the User Start field. If there are multiple entries for the same DID and User Start then the active entries will be used in a round robin method.|<BR> Cette section vous permet de permettre DID avoir remplacements de vulgarisation pour l'agent à distance acheminé par le biais des appels en groupes. L'Utilisateur début doit être valide à distance de l'agent utilisateur démarre pas ou si vous souhaitez que l'entrée Override Extension de travailler pour tous les appels, vous pouvez utiliser --- tous --- dans le champ Démarrer utilisateur. Se il ya plusieurs entrées pour le même DID et utilisateur Démarrer puis les entrées actives seront utilisées dans un procédé de tournoi à la ronde.||
<U>AGENT TIME</U> = Total time on the system (<U>WAIT</U> + <U>TALK</U> + <U>DISPO</U> + <U>PAUSE</U>).|<U> Agent Temps </ U> = temps total sur le système (<U> ATTENDRE </ U> + <U> PARLER </ U> + <U> DISPO </ U> + <U> PAUSE </ U >).||
<U>ANDIAL</U> = This pause code triggers if the agent been on dispo screen for longer than 1000 seconds.|<U> ANDIAL </ U> = Ce code de pause se déclenche si l'agent dispo été sur l'écran pendant plus de 1000 secondes.||
<U>AVG</U> means Average so everything -AVG is for example amount of PAUSE-time divided by total number of calls: (<U>PAUSE</U> / <U>CALLS</U> = <U>PAUSAVG</U>)|<U> AVG </ U> Moyenne signifie donc tout -Avg est par exemple quantité de PAUSE temps divisé par le nombre total d'appels: (<U> PAUSE </ U> / <u> Appels </ U> = <U > PAUSAVG </ U>)||
<U>CALLS</U> = Total number of calls sent to the user.|<U> Appels </ U> = nombre total d'appels envoyés à l'utilisateur.||
<U>CIcalls</U> = Total number of call where there was a Human Answer which is set under Admin -> System Statuses.|<U> CIcalls </ U> = nombre total d'escale où il y avait une réponse humaine qui est placé sous Admin -> Statuts du système.||
<U>CUSTOMER</U> = Time the agent is in a live call with a customer.|<U> CLIENT </ U> = Temps l'agent est dans un appel direct avec un client.||
<U>DEAD</U> = Time the agent is in a call where the customer has hung up.|<U> DEAD </ U> = Temps l'agent est dans un appel où le client a raccroché.||
<U>DISPO</U> = Time the agent uses at the disposition screen (where the agent picks NI, SALE etc).|<U> DISPO </ U> = Temps l'agent utilise l'écran de disposition (où l'agent prend NI, VENTE etc).||
<U>DNC/CI%</U> = How much in percent DNC (Do Not Call) per Human Answers.|<U> DNC / CI% </ U> = combien de pour cent DNC (numéros de télécommunication) par réponses humaines.||
<U>LAGGED</U> = The time the agent had some network problem or similar.|<U> retardées </ U> = Le temps l'agent avait un problème de réseau ou similaire.||
<U>LOGIN</U> = The pause code when going from login directly to pause.|<U> LOGIN </ U> = Le code de pause lors du passage de connexion directement à la pause.||
<U>NONPAUSE</U> = Everything except pause (<U>WAIT</U> + <U>TALK</U> + <U>DISPO</U>).|<U> NONPAUSE </ U> = Tout sauf pause (<U> ATTENDRE </ U> + <U> PARLER </ U> + <U> DISPO </ U>).||
<U>PAUSE</U> = Amount of time being paused in related to call handling.|<U> PAUSE </ U> = Montant de temps étant arrêta lié à la gestion des appels.||
<U>PAUSE</U> = Only Pause.|<U> PAUSE </ U> = Seulement pause.||
<U>PAUSE</U> = Time the agent is in pause mode (<U>LOGIN</U> + <U>LAGGED</U> + ...).|<U> PAUSE </ U> = Temps l'agent est en mode pause (<U> LOGIN </ U> + <U> retardées </ U> + ...).||
<U>TALK</U> = Time the agent talks to a customer or is in dead state (<U>DEAD</U> + <U>CUSTOMER</U>).|<U> PARLER </ U> = Temps l'agent parle à un client ou est en état morts (<U> DEAD </ U> + <U> CLIENT </ U>).||
<U>TIME CLOCK</U> = Time the agent been logged in to the time clock.|<U> HORLOGE TEMPS </ U> = Temps l'agent été connecté à l'horloge de temps.||
<U>TIME</U> = Total time of these (<U>PAUSE</U> + <U>WAIT</U> + <U>TALK</U> + <U>DISPO</U>).|<U> TIME </ U> = temps total de ces (<U> PAUSE </ U> + <U> ATTENDRE </ U> + <U> PARLER </ U> + <U> DISPO </ U>) .||
<U>TOTAL</U> = Total time on the system (<U>WAIT</U> + <U>TALK</U> + <U>DISPO</U> + <U>PAUSE</U>).|<U> TOTAL </ U> = temps total sur le système (<U> ATTENDRE </ U> + <U> PARLER </ U> + <U> DISPO </ U> + <U> PAUSE </ U> ).||
<U>WAIT</U> = Time the agent waits for a call.|<U> ATTENDRE </ U> = Temps l'agent attend un appel.||
A remote agent entry is only good for one specific server, here is where you select which server you want.| Une entrée d'agent distant est seulement valide pour un serveur spécifique, c'est ici que vous sélectionnez quel serveur vous voulez.||
A timeclock session cannot overlap another timeclock session|A timeclock session ne peuvent pas se chevaucher un autre timeclock session||
ABANDON RATE|taux d'abandon||
ABANDONED|ABANDONNÉ||
ABANDON|ABANDON||
AC-CIDS|AC-CIDS||
AC-CID|AC-CID||
ACCOUNT ID|COMPTE ID||
ACCOUNT NAME|NOM DU COMPTE||
ACCOUNT NOT UPDATED|Compte non JOUR||
ACCOUNT|COMPTE||
ACCTID_ACCOUNT_LEAD_VENDOR|ACCTID_ACCOUNT_LEAD_VENDOR||
ACCTID_ACCOUNT|ACCTID_ACCOUNT||
ACCTID|ACCTID||
ACTION|ACTION||
ACTIVATE|ACTIVATE||
ACTIVE CALLBACKS|RAPPELS EN COURS||
ACTIVE DISPLAY PAUSED|AFFICHAGE EN PAUSE||
ACTIVE LISTS CHANGED|LISTES D'ACTIFS MODIFIES||
ACTIVE/INACTIVE|Actif / inactif||
ACTIVE|Activé||
ACT|LOI||
ADAPT DEBUG|ADAPT DEBUG||
ADAPT OVERRIDE|ADAPTER LE DEPASSEMENT||
ADAPT_AVERAGE|ADAPT_AVERAGE||
ADAPT_CALC_ONLY|ADAPT_CALC_ONLY||
ADAPT_HARD_LIMIT|ADAPT_HARD_LIMIT||
ADAPT_TAPERED|ADAPT_TAPERED||
ADD A NEW AGENT CONFERENCE|Ajoutez une conférence nouvel agent||
ADD A NEW CHAT GROUP|Ajouter un groupe de CHAT NOUVEAU||
ADD A NEW CUSTOM FIELD FOR THIS LIST|Ajouter un nouveau champ MESURE POUR CETTE LISTE||
ADD A NEW EMAIL GROUP|AJOUTER UN NOUVEAU GROUPE EMAIL||
ADD A NEW INBOUND GROUP|AJOUTER UN NOUVEAU GROUPE ENTRANT||
ADD A SERVER|AJOUTER UN SERVEUR||
ADD ALL|ajouter toutes||
ADD ANOTHER ENTRY|Ajouter une autre entrée||
ADD AVATAR ENTRY|AJOUTER AVATAR ENTRÉE||
ADD COPIED CARRIER|Ajouter le transporteur COPIE||
ADD ENTRY|AJOUTER ENTREE||
ADD LANGUAGE ENTRY|Ajouter une langue ENTRÉE||
ADD NEW AGENT CONFERENCE|Ajouter de nouveaux AGENT||
ADD NEW AGENT PAUSE CODE|AJOUTER UN NOUVEAU CODE DE PAUSE||
ADD NEW AREACODE CID|ADD NEW indicatif régional CID||
ADD NEW AUTO ALT NUMBER DIALING STATUS|AJOUTER UN NOUVEAU STATUT D'APPEL AUTOMATIQUE DU NUMERO ALTERNATIF||
ADD NEW AVATAR ENTRY|ADD NEW AVATAR ENTRÉE||
ADD NEW CAMPAIGN LEAD RECYCLE|AJOUTER UN NOUVEAU RECYCLAGE DE FICHES DE LA CAMAPGNE||
ADD NEW CARRIER|ADD NEW CARRIER||
ADD NEW CONF TEMPLATE|ADD NEW CONF TEMPLATE||
ADD NEW CONFERENCE|AJOUTER UNE NOUVELLE CONFERENCE||
ADD NEW CONTACT|Ajouter un nouveau contact||
ADD NEW CUSTOM CAMPAIGN HOT KEY|AJOUTER UN NOUVEAU RACCOURCI CLAVIER PERSONNALISE||
ADD NEW CUSTOM CAMPAIGN STATUS|AJOUTER UN NOUVEAU STATUT DE CAMPAGNE PERSONNALISE||
ADD NEW GROUP ALIAS|ADD NEW GROUP ALIAS||
ADD NEW INBOUND EMAIL ACCOUNT|Ajouter un nouveau compte de courrier entrant||
ADD NEW LANGUAGE ENTRY|AJOUTER nouvelle langue ENTRÉE||
ADD NEW LIST MIX|ADD NEW MIX LISTE||
ADD NEW MUSIC ON HOLD ENTRY|ADD NEW MUSIC ON HOLD ENTRY||
ADD NEW PHONE ALIAS|ADD NEW PHONE ALIAS||
ADD NEW PHONE|AJOUTER UN NOUVEAU TELEPEHONE||
ADD NEW QC STATUS CODE|ADD NEW QC Code de statut||
ADD NEW REMOTE AGENT EXTENSION OVERRIDE|ADD NEW Remote Agent EXTENSION OVERRIDE||
ADD NEW SCREEN LABEL|Ajouter une étiquette ECRAN NEW||
ADD NEW SERVER TRUNK RECORD|AJOUTER UN NOUVEAU RECORD SERVEUR COFFRE||
ADD NEW SERVER|AJOUTER UN NOUVEAU SERVEUR||
ADD NEW STATUS CATEGORY|AJOUTEZ LA NOUVELLE CATÉGORIE DE STATUT||
ADD NEW SYSTEM STATUS|AJOUTEZ LE NOUVEAU STATUT DE SYSTÈME||
ADD NEW TTS ENTRY|ADD NEW ENTRY TTS||
ADD NEW VOICEMAIL BOX|ADD NEW messagerie vocale||
ADD NUMBERS TO THE DNC LIST|Ajouter des numéros dans DNC LISTE||
ADD NUMBERS TO THE FILTER PHONE GROUP LIST|Ajouter des numéros de la liste téléphonique de groupe de filtres||
ADD OR DELETE NUMBERS FROM THE DNC LIST|AJOUTER OU SUPPRIMER LES NUMEROS DE LA LISTE DNC||
ADD OR DELETE NUMBERS FROM THE FILTER PHONE GROUP LIST|Ajouter ou supprimer des numéros de la liste téléphonique de groupe de filtres||
ADDING COPIED CARRIER|AJOUT CARRIER COPIE||
ADDING NEW AGENT CONFERENCE|AJOUT DE NOUVELLES CONFERENCE AGENT||
ADDING NEW AVATAR ENTRY|Ajout de nouveaux AVATAR ENTRÉE||
ADDING NEW CARRIER|AJOUT DE NOUVEAUX CARRIER||
ADDING NEW CONF TEMPLATE|AJOUT DE NOUVEAUX CONF TEMPLATE||
ADDING NEW CONFERENCE|AJOUT D'UNE NOUVELLE CONFERENCE||
ADDING NEW CONTACT|AJOUT NOUVEAU CONTACT||
ADDING NEW GROUP ALIAS|AJOUT DE NOUVEAU GROUPE ALIAS||
ADDING NEW LANGUAGE ENTRY|Ajout de nouveaux LANGUE ENTRÉE||
ADDING NEW MUSIC ON HOLD ENTRY|AJOUT DE NEW MUSIC ON HOLD ENTRY||
ADDING NEW PHONE ALIAS|AJOUT DE NOUVEAU TÉLÉPHONE ALIAS||
ADDING NEW PHONE|AJOUTER UN NOUVEAU TELEPHONE||
ADDING NEW SCREEN LABEL|AJOUT LABEL ECRAN NEW||
ADDING NEW SERVER TRUNK RECORD|AJOUT NOUVEAU RECORD SERVEUR COFFRE||
ADDING NEW SERVER|AJOUTER UN NOUVEAU SERVEUR||
ADDING NEW TTS ENTRY|Ajout de nouveaux TTS ENTRY||
ADDING NEW VOICEMAIL BOX|AJOUT DE NOUVEAUX la boîte vocale||
ADDING QC STATUS CODE|Ajout de code QC STATUS||
ADDING STATUS CATEGORY|AJOUT STATUT CATÉGORIE||
ADDING SYSTEM STATUSES|AJOUT états du système||
ADDR3_ONLY|ADDR3_ONLY||
ADDRESS FROM|ADRESSE DE||
ADJUST DATE RANGE|Ajuster la date GAMME||
ADMIN CHANGE LOG: Changes made by|CHANGEMENT ADMIN LOG: modifications apportées par||
ADMIN CHANGE LOG: Record Detail|CHANGEMENT ADMIN LOG: Record Détail||
ADMIN CHANGE LOG: Section Records|CHANGEMENT ADMIN LOG: Section des dossiers||
ADMIN CHANGE LOG|CHANGEMENT ADMIN LOG||
ADMIN GROUP|GROUPE ADMIN||
ADMIN INTERFACE OPTIONS|OPTIONS interface d'administration||
ADMIN LOG|ADMIN LOG||
ADMIN NANPA UPDATER|ADMIN NANPA UPDATER||
ADMIN REPORT LOG: (Last 5000 records)|RAPPORT ADMIN LOG: (5000 Derniers dossiers)||
ADMIN REPORT LOG: Changes made by|RAPPORT ADMIN LOG: modifications apportées par||
ADMIN REPORT LOG: Record Detail|RAPPORT ADMIN LOG: Record Détail||
ADMIN REPORT LOG|RAPPORT ADMIN LOG||
ADMIN REPORT OPTIONS|OPTIONS RAPPORT ADMIN||
ADMIN UTILITIES|Utilitaire Admin||
ADMIN: Administration|ADMIN: Administration||
ADMIN: Agent Time Sheet|ADMIN: Agent Feuille de temps||
ADMIN: Phone Stats|ADMIN: Statistiques téléphoniques||
ADMINISTRATION: Audio Avatars|ADMINISTRATION: Audio Avatars||
ADMINISTRATION: Callbacks Bulk Move|ADMINISTRATION: rappels Déplacer vrac||
ADMINISTRATION: Campaign Lists Reset|ADMINISTRATION: Listes de campagne Réinitialiser||
ADMINISTRATION: Campaign Multi-Alt-Leads|ADMINISTRATION: campagne multi-Alt-Leads||
ADMINISTRATION: DID Call Stats|ADMINISTRATION: DID Statistiques appel||
ADMINISTRATION: Dialer Email Account fields|Champs Email compte Dialer: ADMINISTRATION||
ADMINISTRATION: Export CallCard Calls Report|ADMINISTRATION: Export CallCard Appels Rapport||
ADMINISTRATION: Group Hourly Stats|ADMINISTRATION: Stats du groupe horaires||
ADMINISTRATION: Languages|ADMINISTRATION: Langues||
ADMINISTRATION: Lead Loader|ADMINISTRATION: plomb Loader||
ADMINISTRATION: Lead Search|ADMINISTRATION: Lead Recherche||
ADMINISTRATION: Lead Tools|ADMINISTRATION: Lead Outils||
ADMINISTRATION: Lead record modification|ADMINISTRATION: modification du record du plomb||
ADMINISTRATION: List Split Tool|ADMINISTRATION: Liste de Split outil||
ADMINISTRATION: Lists Custom Fields|ADMINISTRATION: Listes champs personnalisés||
ADMINISTRATION: Manager Chat Interface|ADMINISTRATION: Interface Manager Chat||
ADMINISTRATION: Phones Bulk Insert|ADMINISTRATION: Téléphones insertion en bloc||
ADMINISTRATION: Timeclock Record Edit|ADMINISTRATION: Horloge Record Edit||
ADMINISTRATION: USERONLY Callbacks Transfer|ADMINISTRATION: Transfert useronly rappels||
ADMINISTRATION: User Status|ADMINISTRATION: Statut utilisateur||
ADMINISTRATION: User Territories|ADMINISTRATION: Territoires User||
ADMINISTRATION|ADMINISTRATION||
ADMIN_EXEMPT|ADMIN_EXEMPT||
AF Logging|Log des AF||
AFTERHOURS|AFTERHOURS||
AGC Admin Access|Accès administrateur AGC||
AGC Delete Phones|Supprimer des téléphones AGC||
AGENT (S)|AGENT (S)||
AGENT ACTIVITY FOR THIS TIME PERIOD: (10000 record limit)|Activité de l'agent POUR CETTE PÉRIODE: (10000 limite d'enregistrement)||
AGENT ALERT SETTING CHANGED %1s|agent de réglage de l'alerte changé %1s||
AGENT ALERT SETTING NOT CHANGED|alerte durcisseur pas changé||
AGENT AVG WAIT|AGENT AVG ATTENDRE||
AGENT CALL LOG:|agent de journal d appels:||
AGENT CALLS/HR|Agent appelle / RH||
AGENT CONFERENCE ADDED|AGENT CONFÉRENCE AJOUTÉE||
AGENT CONFERENCE DELETION COMPLETED|AGENT CONFÉRENCE effacement complété||
AGENT CONFERENCE DELETION CONFIRMATION|AGENT CONFÉRENCE SUPPRESSION CONFIRMATION||
AGENT CONFERENCE LISTINGS|AGENT CONFÉRENCE LISTE||
AGENT CONFERENCE LIST|UN COUP DE CONFERENCE||
AGENT CONFERENCE MODIFIED|AGENT Conférence a modifié||
AGENT CONFERENCE NOT ADDED - Please go back and look at the data you entered|AGENT CONFÉRENCE pas ajouté - Se il vous plaît revenir en arrière et regarder les données saisies||
AGENT CONFERENCE NOT ADDED - there is already an agent conference in the system with this ID and server|AGENT CONFÉRENCE pas ajouté - il ya déjà une conférence de l'agent dans le système avec ce ID et le serveur||
AGENT CONFERENCE NOT DELETED - Please go back and look at the data you entered|AGENT CONFÉRENCE pas supprimé - Se il vous plaît revenir en arrière et regarder les données saisies||
AGENT CONFERENCE NOT MODIFIED - Please go back and look at the data you entered|AGENT CONFÉRENCE pas modifié - Se il vous plaît revenir en arrière et regarder les données saisies||
AGENT CONFERENCE NOT MODIFIED - there is already a Conference in the system with this extension-server|AGENT CONFÉRENCE pas modifié - il existe déjà une Conférence dans le système avec cette extension serveur||
AGENT CONFERENCES WITHIN THIS SERVER|AGENT CONFERENCES DANS CE SERVEUR||
AGENT DATE|AGENT DATE||
AGENT DIAL PRESETS|PRESETS AGENT DE COMPOSITION||
AGENT DISPO|AGENT DISPO||
AGENT Details|AGENT Détails||
AGENT INTERFACE OPTIONS|Options de l'Agent INTERFACE||
AGENT LOG ID|AGENT LOG ID||
AGENT LOG RECORDS FOR THIS LEAD|Journal d'agent RECORDS POUR CE FIL||
AGENT LOGIN TIME (H:M:S)|AGENT LOGIN TEMPS (H: M: S)||
AGENT LOGIN TIME(H:M:S)|AGENT LOGIN TEMPS (H: M: S)||
AGENT LOGIN TIME|AGENT LOGIN TEMPS||
AGENT LOGIN/LOGOUT TIME|AGENT Connexion / Déconnexion TEMPS||
AGENT LOGOUT COMPLETED|Déconnection des agents terminée||
AGENT LOGOUT CONFIRMATION|CONFIRMATION DE LA DECONNECTION DE L'AGENT||
AGENT PAUSE CODE ADDED|CODE DE PAUSE AJOUTE||
AGENT PAUSE CODE MODIFIED|AGENT CODE PAUSE MODIFIÉ||
AGENT PAUSE CODE NOT ADDED - Please go back and look at the data you entered|AGENT CODE PAUSE pas ajouté - Se il vous plaît revenir en arrière et regarder les données saisies||
AGENT PAUSE CODE NOT ADDED - there is already an entry for this campaign with this  pause code|AGENT CODE PAUSE pas ajouté - il existe déjà une entrée pour cette campagne avec ce code de pause||
AGENT PAUSE CODE NOT MODIFIED - Please go back and look at the data you entered|AGENT CODE PAUSE pas modifié - Se il vous plaît revenir en arrière et regarder les données saisies||
AGENT PAUSE CODES FOR THIS CAMPAIGN|CODES DE PAUSE DES AGENTS POUR CETTE CAMPAGNE||
AGENT PAUSE LOGS|Agent se connecte PAUSE||
AGENT PAUSE TIME (H:M:S)|AGENT TEMPS DE PAUSE (H: M: S)||
AGENT PAUSE TIME(H:M:S)|AGENT TEMPS DE PAUSE (H: M: S)||
AGENT PAUSE TIME|AGENT TEMPS DE PAUSE||
AGENT PRESET DIALS|AGENT PRESET DIALS||
AGENT RANKS FOR THIS CAMPAIGN|AGENT RANGS POUR CETTE CAMPAGNE||
AGENT RANKS FOR THIS INBOUND GROUP|AGENT RANGS POUR CE GROUPE INBOUND||
AGENT RELEASE CALLS|Agent appelle de PRESSE||
AGENT SCRIPT|script de l'agent||
AGENT SELECTABLE|AGENT SÉLECTIONNABLE||
AGENT SPREADSHEET PERFORMANCE|Performance Agent TABLEUR||
AGENT STATS|AGENT STATS||
AGENT TALK TIME AND STATUS|AGENT TEMPS DE DISCUTER ET STATUT||
AGENT TIME BREAKDOWN|Agent Temps RÉPARTITION||
AGENT TIME-CLOCK DETAIL|AGENT horloge temps DETAIL||
AGENT TIME|Agent Temps||
AGENT email frame|agent de cadre email||
AGENT(S)|AGENT (S)||
